UDISE Code,English Title,Telugu Title
28140200202,GPS (TW) (NO.2) BODDUMAMIDI LANKA,ప్రభుత్వ ప్రాథమిక పాఠశాల (GPS) (టి.డబ్ల్యు.) (నెం.2) బొద్దుమామిడి లంక
28140200301,MPPS PALAGEDDA,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) పలగెడ్డ
28140200401,GPS (TW) (NO.1) MARRIGUDEM,ప్రభుత్వ ప్రాథమిక పాఠశాల (GPS) (టి.డబ్ల్యు.) (నెం.1) మర్రిగూడెం
28140200403,GAHS MANGAMPADU,ప్రభుత్వ ఆశ్రమ ఉన్నత పాఠశాల (GAHS) మంగంపాడు
28140201301,GPS (TW) R.KOPPULAKOTA,ప్రభుత్వ ప్రాథమిక పాఠశాల (GPS) (టి.డబ్ల్యు.) అర్. కొప్పులకోట
28140201401,GPS (TW) KOTHAPAKALU,ప్రభుత్వ ప్రాథమిక పాఠశాల (GPS) (టి.డబ్ల్యు.) కోతపాకాలు
28140201501,GPS (TW) PATHAKOTA,ప్రభుత్వ ప్రాథమిక పాఠశాల (GPS) (టి.డబ్ల్యు.) పతకోట
28140201503,GPS (TW) GANDHANURU,ప్రభుత్వ ప్రాథమిక పాఠశాల (GPS) (టి.డబ్ల్యు.) గంధనూరు
28140201702,GPS (TW) PULIMETLA,ప్రభుత్వ ప్రాథమిక పాఠశాల (GPS) (టి.డబ్ల్యు.) పుల్మెట్ల
28140201801,GPS (TW) SANAGANURU,ప్రభుత్వ ప్రాథమిక పాఠశాల (GPS) (టి.డబ్ల్యు.) సనగనూరు
28140201901,GPS (TW) CHILAKAVEEDHILANKA,ప్రభుత్వ ప్రాథమిక పాఠశాల (GPS) (టి.డబ్ల్యు.) చిలకవవేదిలంక
28140202401,GPS (TW) NAGALOVA,ప్రభుత్వ ప్రాథమిక పాఠశాల (GPS) (టి.డబ్ల్యు.) నాగలోవ
28140202901,GPS (TW) BODDAGANDI,ప్రభుత్వ ప్రాథమిక పాఠశాల (GPS) (టి.డబ్ల్యు.) బొడ్డగగండి
28140203201,GPS (TW) D MAMIDIVADA,ప్రభుత్వ ప్రాథమిక పాఠశాల (GPS) (టి.డబ్ల్యు.) డి. మామిడివాడ
28140203501,GPS (TW) VEJUVADA,ప్రభుత్వ ప్రాథమిక పాఠశాల (GPS) (టి.డబ్ల్యు.) వేజువాద
28140203801,GPS (TW) KADARIKOTA,ప్రభుత్వ ప్రాథమిక పాఠశాల (GPS) (టి.డబ్ల్యు.) కదరికోట
28140204002,GAUPS GURTEDU,ప్రభుత్వ ఎయిడెడ్ ప్రాథమికోన్నత పాఠశాల (GAUPS) గుర్తెడు
28140204003,GPS (TW) (NO.1) JANMAGUDA,ప్రభుత్వ ప్రాథమిక పాఠశాల (GPS) (టి.డబ్ల్యు.) (నెం.1) జన్మగుడ
28140204401,GPS (TW) POOLOVA,ప్రభుత్వ ప్రాథమిక పాఠశాల (GPS) (టి.డబ్ల్యు.) పూలోవ
28140204501,GPS (TW) EDLAKONDA,ప్రభుత్వ ప్రాథమిక పాఠశాల (GPS) (టి.డబ్ల్యు.) ఎడ్లకొండ
28140204502,GPS (TW) GORAGANURU,ప్రభుత్వ ప్రాథమిక పాఠశాల (GPS) (టి.డబ్ల్యు.) గొరగనురు
28140204701,GPS (TW) BOBBILOVA,ప్రభుత్వ ప్రాథమిక పాఠశాల (GPS) (టి.డబ్ల్యు.) బొబ్బిలోవ
28140205001,MPPS VOOTALABANDA,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) వూతాలబండ
28140205101,GPS (TW) JALAGALOVA,ప్రభుత్వ ప్రాథమిక పాఠశాల (GPS) (టి.డబ్ల్యు.) జలగలోవ
28140205102,GPS (TW) CH.PAKALU,ప్రభుత్వ ప్రాథమిక పాఠశాల (GPS) (టి.డబ్ల్యు.) సి.హెచ్. పాకాలు
28140205201,GPS (TW) POLAMANUGONDI,ప్రభుత్వ ప్రాథమిక పాఠశాల (GPS) (టి.డబ్ల్యు.) పొలమనుగొండి
28140205301,GPS (TW) KANIWADA,ప్రభుత్వ ప్రాథమిక పాఠశాల (GPS) (టి.డబ్ల్యు.) కనివాడ
28140205302,GPS (TW) GANDRALU,ప్రభుత్వ ప్రాథమిక పాఠశాల (GPS) (టి.డబ్ల్యు.) గండ్రలు
28140205501,GPS (TW) BUSIKOTA,ప్రభుత్వ ప్రాథమిక పాఠశాల (GPS) (టి.డబ్ల్యు.) బిసికోట
28140205901,GPS (TW) DUMPAVALASA,ప్రభుత్వ ప్రాథమిక పాఠశాల (GPS) (టి.డబ్ల్యు.) దుంపవలస
28140206001,GPS (TW) PERIKIVALASA,ప్రభుత్వ ప్రాథమిక పాఠశాల (GPS) (టి.డబ్ల్యు.) పెరికివలసా
28140206202,GPS (TW) PANCHADARALANKA,ప్రభుత్వ ప్రాథమిక పాఠశాల (GPS) (టి.డబ్ల్యు.) పంచదరాలంక
28140206701,GPS (TW) DARALOVA,ప్రభుత్వ ప్రాథమిక పాఠశాల (GPS) (టి.డబ్ల్యు.) దరలోవ
28140207601,MPPS DADALIKAVADA,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) దదలికవాడ
28140208101,GAUPS BANDIGEDDA,ప్రభుత్వ ఎయిడెడ్ ప్రాథమికోన్నత పాఠశాల (GAUPS) బండిగెడ్డ
28140208301,MPPS Y RAMAVARAM,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) వై. రామవరం
28140208302,ZPHS Y RAMAVARAM,జిల్లా పరిషత్ ఉన్నత పాఠశాల (ZPHS) వై. రామవరం
28140208401,MPPS CHINTHAKARRAPALEM,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) చింతకర్రపాలెం
28140208501,MPPS YARLAGADDA,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) యర్లగడ్డ
28140208801,GPS (TW) PASARUGINNI,ప్రభుత్వ ప్రాథమిక పాఠశాల (GPS) (టి.డబ్ల్యు.) పసరుగిన్ని
28140208901,MPPS (P) YERRAGONDA,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) (పి.) ఏర్రగొండ
28140209502,GAUPS CHINTHALAPUDI,ప్రభుత్వ ఎయిడెడ్ ప్రాథమికోన్నత పాఠశాల (GAUPS) చింతలపూడి
28140209602,GPS (TW) BODDAGUNTA,ప్రభుత్వ ప్రాథమిక పాఠశాల (GPS) (టి.డబ్ల్యు.) బొద్దగుంట
28140210701,GPS (TW) RACHAPALEM,ప్రభుత్వ ప్రాథమిక పాఠశాల (GPS) (టి.డబ్ల్యు.) రచపాలెం
28140210901,GPS (TW) KANATALABANDA,ప్రభుత్వ ప్రాథమిక పాఠశాల (GPS) (టి.డబ్ల్యు.) కనతాలబండ
28140211001,MPPS PANASALAPALEM,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) పనసలాపాలెం
28140211002,GAHS PANASALAPALEM,ప్రభుత్వ ఆశ్రమ ఉన్నత పాఠశాల (GAHS) పనసలాపాలెం
28140211501,GPS (TW) TOTAKURAPALEM,ప్రభుత్వ ప్రాథమిక పాఠశాల (GPS) (టి.డబ్ల్యు.) తోటాకురాపాలెం
28140211701,LUTHERN AIDED (PS) CHAVITIDIBBALU,లూథరన్ ఎయిడెడ్ (ప్రాథమిక పాఠశాల) చవితిదిబ్బలు
28140211801,MPPS DEVARAMADUGULA,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) దేవరమడుగుల
28140211901,GPS (TW) GODUGURAYI,ప్రభుత్వ ప్రాథమిక పాఠశాల (GPS) (టి.డబ్ల్యు.) గొడుగురాయి
28140212001,GAUPS DALIPADU,ప్రభుత్వ ఎయిడెడ్ ప్రాథమికోన్నత పాఠశాల (GAUPS) దలిపాడు
28140212101,MPPS PEDAVULEMPADU,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) పెదవులెంపడు
28140212301,GAUPS KOTA,ప్రభుత్వ ఎయిడెడ్ ప్రాథమికోన్నత పాఠశాల (GAUPS) కోట
28140212501,GPS (TW) BULLOJUPALEM,ప్రభుత్వ ప్రాథమిక పాఠశాల (GPS) (టి.డబ్ల్యు.) బుల్లోజూజలెం
28140212701,GPS (TW) CHINAVULEMPADU,ప్రభుత్వ ప్రాథమిక పాఠశాల (GPS) (టి.డబ్ల్యు.) చినవులెంపడు
28140212801,MPPS REGADIPALEM,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) రెజగడిపాలెం
28140213101,MPPS (K) YERRAGONDA,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) (కె.) ఏర్రగొండ
28140213301,GPS (TW) NUVVUGANTIPALEM,ప్రభుత్వ ప్రాథమిక పాఠశాల (GPS) (టి.డబ్ల్యు.) నువ్వుగంటిపాలిపాలెం
28140213401,MPPS YERRAMREDDIPALEM,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) ఏర్రామ్రెడ్డిపాలెప్పలేం
28140213402,GPS (TW) YERRAMREDDIPALEM,ప్రభుత్వ ప్రాథమిక పాఠశాల (GPS) (టి.డబ్ల్యు.) ఏర్రామ్రెడ్డిపాలెప్పలేం
28140213501,GPS (TW) MULASALAPALEM,ప్రభుత్వ ప్రాథమిక పాఠశాల (GPS) (టి.డబ్ల్యు.) ములసలపాలెం
28140300201,GPS (TW) SEETHARAM,ప్రభుత్వ ప్రాథమిక పాఠశాల (GPS) (టి.డబ్ల్యు.) సీతారం
28140300501,GPS (TW) (NO.2) DABBAPALEM,ప్రభుత్వ ప్రాథమిక పాఠశాల (GPS) (టి.డబ్ల్యు.) (నెం.2) దబ్బపాలెం
28140300601,GPS (TW) CHAKIREVULA,ప్రభుత్వ ప్రాథమిక పాఠశాల (GPS) (టి.డబ్ల్యు.) చకిరేవుల
28140300801,GAUPS VEERAVARAM,ప్రభుత్వ ఎయిడెడ్ ప్రాథమికోన్నత పాఠశాల (GAUPS) వీరవరం
28140301002,GAUPS DAKODU,ప్రభుత్వ ఎయిడెడ్ ప్రాథమికోన్నత పాఠశాల (GAUPS) దాకోడు
28140301401,MPPS DUTCHERTI CHODAVARAM,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) దుత్చెర్తి చోడవరం
28140301501,GVVKHS (O) (AIDED) VEDURUNAGARAM,జి.వి.వి.కె.హెచ్.ఎస్. (ఓ.) (ఎయిడెడ్) వెదురునాగరం
28140301502,GVVKPS (O) (AIDED) VEDURUNAGARAM,జి.వి.వి.కె.పి.ఎస్. (ఓ.) (ఎయిడెడ్) వెదురునాగరం
28140301701,GPS (TW) VANGALAMADUGU,ప్రభుత్వ ప్రాథమిక పాఠశాల (GPS) (టి.డబ్ల్యు.) వంగాలమడుగు
28140302001,MPUPS DUCHERTHI,మండల ప్రజా పరిషత్ ప్రాథమికోన్నత పాఠశాల (MPUPS) దుచేర్తి
28140302301,MPPS ULIGOGULA,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) ఉలిగోగుల
28140302501,MPPS DUTCHERTI KOTHURU,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) దుత్చెర్తి కొత్తూరు
28140302601,MPPS DUTCHERTI RAMAVARAM,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) దుత్చెర్తి రామవరం
28140302701,MPPS RAYAPALLI,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) రాయపాల్లి
28140302702,ZPHS RAYAPALLI,జిల్లా పరిషత్ ఉన్నత పాఠశాల (ZPHS) రాయపాల్లి
28140303001,GPS (TW) VUTLAPALEM,ప్రభుత్వ ప్రాథమిక పాఠశాల (GPS) (టి.డబ్ల్యు.) ఉత్లపాలెం
28140303401,GPS (TW) SOMANNAPALEM,ప్రభుత్వ ప్రాథమిక పాఠశాల (GPS) (టి.డబ్ల్యు.) సోమన్నపాలెం
28140303501,MPPS ANUKULAPALEM,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) అనుకూలపాలెం
28140303601,GPS (TW) RAVULAPADU,ప్రభుత్వ ప్రాథమిక పాఠశాల (GPS) (టి.డబ్ల్యు.) రావులపాడు
28140303801,GPS (TW) SETTIPALLI,ప్రభుత్వ ప్రాథమిక పాఠశాల (GPS) (టి.డబ్ల్యు.) సెట్టిపల్లి
28140303901,MPPS CHAPARATIPALEM,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) చాపరాటిపాలెం
28140304001,GPS (TW) JALLURU,ప్రభుత్వ ప్రాథమిక పాఠశాల (GPS) (టి.డబ్ల్యు.) జల్లూరు
28140304101,MPPS THUNGAMADUGULA,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) తుంగమడుగుల
28140304102,GPS (TW) THUNGAMADUGULA,ప్రభుత్వ ప్రాథమిక పాఠశాల (GPS) (టి.డబ్ల్యు.) తుంగమడుగుల
28140304301,GPS (TW) MAMIDIPALEM,ప్రభుత్వ ప్రాథమిక పాఠశాల (GPS) (టి.డబ్ల్యు.) మామిడిపాలెం
28140304401,MPPS NUKARAI,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) నూకరై
28140304501,MPPS DUPPALAPALEM,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) దుప్పలపాలెం
28140304601,MPPS TIYYAMAMIDI,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) తియ్యమామిడి
28140305201,MPPS DUTCHERTI BHIMAVARAM,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) దుత్చెర్తి భీమవరం
28140305401,GPS (TW) MALLAVARAM MAMILLU,ప్రభుత్వ ప్రాథమిక పాఠశాల (GPS) (టి.డబ్ల్యు.) మల్లవరం మామిళ్ళు
28140305601,GPS (TW) CHINA MUNAKANAGEDDA,ప్రభుత్వ ప్రాథమిక పాఠశాల (GPS) (టి.డబ్ల్యు.) చిన్న మునకనగెడ్డ
28140305701,MPPS MITLAPALEM,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) మిట్లపాలెం
28140305801,GPS (TW) PANUKURATIPALEM,ప్రభుత్వ ప్రాథమిక పాఠశాల (GPS) (టి.డబ్ల్యు.) పనుకురాటిపాలెం
28140306101,GPS(TW) CINEMA COLONY,ప్రభుత్వ ప్రాథమిక పాఠశాల (GPS) (టి.డబ్ల్యు.) సినిమా కాలనీ
28140306102,GPS (TW) (AR) ADDATEEGALA,ప్రభుత్వ ప్రాథమిక పాఠశాల (GPS) (టి.డబ్ల్యు.) (ఎ.అర్.) అద్దతీగల
28140306103,GPS (TW) (SRC) ADDATEEGALA,ప్రభుత్వ ప్రాథమిక పాఠశాల (GPS) (టి.డబ్ల్యు.) (ఎస్.అర్.సి.) అద్దతీగల
28140306104,MPPS ADDATEEGALA,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) అద్దతీగల
28140306105,ZPHS ADDATEEGALA,జిల్లా పరిషత్ ఉన్నత పాఠశాల (ZPHS) అద్దతీగల
28140306106,APTWRS ADDATEEGALA,ఆంధ్రప్రదేశ్ గిరిజన సంక్షేమ గురుకుల పాఠశాల అద్దతీగల
28140306108,ST.MARY'S UPS (EM) ADDATEEGALA,ఎస్.టి. మారీఎస్. ప్రాథమికోన్నత పాఠశాల (EM) అద్దతీగల
28140306109,VIVEKANANDA VIDYA NIKETHAN,వివేకానంద విద్యా నికేతన్
28140306201,MPPS KOVILAPALEM,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) కోవిలపాలెం
28140306301,GPS (TW) LANGUPARTI,ప్రభుత్వ ప్రాథమిక పాఠశాల (GPS) (టి.డబ్ల్యు.) లంగుపార్టి
28140306401,GPS (TW) GAVARAYYAPETA,ప్రభుత్వ ప్రాథమిక పాఠశాల (GPS) (టి.డబ్ల్యు.) గావరాయ్యపేట
28140306501,GPS (TW) DOKKAPALEM,ప్రభుత్వ ప్రాథమిక పాఠశాల (GPS) (టి.డబ్ల్యు.) దొక్కపాలెం
28140306701,MPPS VETAMAMIDI,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) వెతమామిడి
28140306901,MPPS KINAPARTI,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) కీనాపర్తి
28140307302,MPPS PAPAMPETA,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) పప్పంపేట
28140307601,LUTHERN PS (AIDED) GONDOLU,లూథరన్ ప్రాథమిక పాఠశాల (ఎయిడెడ్) గొందోలు
28140307801,MPPS KONALOVA,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) కొనలోవ
28140307901,MPUPS VEERABHADRAPURAM,మండల ప్రజా పరిషత్ ప్రాథమికోన్నత పాఠశాల (MPUPS) వీరభద్రపురం
28140308001,GPS (TW) RAJANAGARAM,ప్రభుత్వ ప్రాథమిక పాఠశాల (GPS) (టి.డబ్ల్యు.) రాజనగరం
28140308101,MPPS SARAMPETA,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) సరంపేట
28140308601,MPPS YELLAVARAM,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) ఎల్లవరం
28140308603,ZPHS YELLAVARAM,జిల్లా పరిషత్ ఉన్నత పాఠశాల (ZPHS) ఎల్లవరం
28140308801,MPPS MATLAPADU,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) మాట్లాపాడు
28140309001,GPS (TW) THIMMAPURAM COLONY,ప్రభుత్వ ప్రాథమిక పాఠశాల (GPS) (టి.డబ్ల్యు.) తిమ్మపురం కాలనీ
28140309002,LUTHERN UPS (AIDED) THIMMAPURAM,లూథరన్ ప్రాథమికోన్నత పాఠశాల (ఎయిడెడ్) తిమ్మపురం
28140309401,MPPS PULIGOGULAPADU,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) పూలిగోగులపాడు
28140309601,MPPS SARAMPETAPADU,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) సరంపేటప్పడు
28140309701,MPPS KIMMURU,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) కిమ్మూరు
28140309801,MPPS GONTUVANIPALEM,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) గొంతువనిపాలెం
28140309802,LUTHERN PS (AIDED) GONTUVANIPALEM,లూథరన్ ప్రాథమిక పాఠశాల (ఎయిడెడ్) గొంతువనిపాలెం
28140309803,ZPHS GONTUVANIPALEM,జిల్లా పరిషత్ ఉన్నత పాఠశాల (ZPHS) గొంతువనిపాలెం
28140310001,GPS (TW) REGULAPADU,ప్రభుత్వ ప్రాథమిక పాఠశాల (GPS) (టి.డబ్ల్యు.) రేగులపాడు
28140310101,GPS (TW) VEERAMPALEM,ప్రభుత్వ ప్రాథమిక పాఠశాల (GPS) (టి.డబ్ల్యు.) వీరంపలేం
28140310301,MPPS DUTCHERTI POLAVARAM,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) దుత్చెర్తి పోలవరం
28140310401,GPS (TW) LAKKAVARAM,ప్రభుత్వ ప్రాథమిక పాఠశాల (GPS) (టి.డబ్ల్యు.) లక్కవరం
28140310501,GPS (TW) NAIDUPAKALU,ప్రభుత్వ ప్రాథమిక పాఠశాల (GPS) (టి.డబ్ల్యు.) నైదుపకాలు
28140400101,GPS (TW) KIRRABU,ప్రభుత్వ ప్రాథమిక పాఠశాల (GPS) (టి.డబ్ల్యు.) కీర్రాబు
28140400102,GPS (TW) KIRRABU COLONY,ప్రభుత్వ ప్రాథమిక పాఠశాల (GPS) (టి.డబ్ల్యు.) కీర్రాబు కాలనీ
28140400201,GAUPS TALLAPALEM,ప్రభుత్వ ఎయిడెడ్ ప్రాథమికోన్నత పాఠశాల (GAUPS) తాళ్ళపాలెం
28140400401,MPPS BOYAPADU,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) బోయపడు
28140400501,MPPS VANAKARAYI,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) వనకరాయి
28140400603,GPS(TW) - RAJAMPETA,ప్రభుత్వ ప్రాథమిక పాఠశాల (GPS) (టి.డబ్ల్యు.) రాజంపేట
28140401001,MPPS KINDRA,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) కింద్ర
28140401002,GPS (TW) KOTHA KINDRA,ప్రభుత్వ ప్రాథమిక పాఠశాల (GPS) (టి.డబ్ల్యు.) కొత్త కింద్ర
28140401003,GAUPS KINDRA COLONY,ప్రభుత్వ ఎయిడెడ్ ప్రాథమికోన్నత పాఠశాల (GAUPS) కింద్ర కాలనీ
28140401101,MPPS LAGARAYI,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) లాగరాయి
28140401102,ZPHS LAGARAYI,జిల్లా పరిషత్ ఉన్నత పాఠశాల (ZPHS) లాగరాయి
28140401301,MPPS DAKARAYI,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) దాకరాయి
