UDISE Code,English Title,Telugu Title
28210701009,MPPS STANTANPURAM,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) స్తాంతాంపురంపురం
28210701010,MPPS MAMIDALAPADU,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) మామిదాలపాడు
28210701013,SWAMI VIVEKANANDA HIGH SCHOOL,స్వామీ వివేకానంద ఉన్నత పాఠశాల
28210701015,"SRI SRIJA EM HIGH SCHOOL, STANTANPURAM",శ్రీ శ్రీజ EM ఉన్నత పాఠశాల స్తాంతాంపురంపురం
28210701018,"UMA MADHAVA UP SCHOOL , SANTHOSH NAGAR",యు.ఎం.ఎ. మధావా ప్రాధమికోన్నత పాఠశాల సంతోష్ నగర్
28210701019,ZPHS STANTANPURAM,జిల్లా పరిషత్ ఉన్నత పాఠశాల (ZPHS) స్తాంతాంపురంపురం
28210701023,GOOD SHEPHERD ENGLISH SCHOOL,గుడ్ షెపర్డ్ ఇంగ్లీష్ పాఠశాల
28210701024,"BHASYAM EM UP SCHOOL, BALAJI NAGAR",భాస్యం EM ప్రాధమికోన్నత పాఠశాల బాలాజీ నగర్
28210701101,MPPS(BC) PANCHALINGALA,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) (బి.సి.) పంచలింగల
28210701102,MPPS(SC) PANCHALINGALA,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) (ఎస్ సి) పంచలింగల
28210701104,ZPHS PANCHALINGALA,జిల్లా పరిషత్ ఉన్నత పాఠశాల (ZPHS) పంచలింగల
28210701105,MPPS(U) PANCHALINGALA,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) (యు.) పంచలింగల
28210701106,ZPHS(U) PANCHALINGALA,జిల్లా పరిషత్ ఉన్నత పాఠశాల (ZPHS) (యు.) పంచలింగల
28210701109,"LOHITA CONVEN UPS , PANCHALINGALA",లోహిత కాన్వెన్ ప్రాథమికోన్నత పాఠశాల పంచలింగల
28210701110,VPR EM UP SCHOOL PANCHALINGALA,వి.పి.అర్. EM ప్రాధమికోన్నత పాఠశాల పంచలింగల
28210701111,MONTISSORI EM PS PANCHALINGALA,మొంటిస్సోరి EM ప్రాథమిక పాఠశాల పంచలింగల
28210701113,MONTISSORI EM HS PANCHALINGALA,మొంటిస్సోరి EM ఉన్నత పాఠశాల పంచలింగల
28210701401,MPPS E.THANDRAPADU,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) ఈ. తండ్రపాడు
28210701402,MPPS T.G.V NAGAR,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) టి.జి.వి. నగర్
28210701403,MPPS(U) T.G.V NAGAR,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) (యు.) టి.జి.వి. నగర్
28210701404,MPPS(SPL) E.THANDRAPADU,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) (ఎస్.పి.ఎల్) ఈ. తండ్రపాడు
28210701405,"SRI USHODAYA UPPER PRIMAR, E.THANDRAPADU",శ్రీ ఉషోదయ ఉప్పర్ ప్రీమర్ ఈ. తండ్రపాడు
28210701406,ZPHS E.THANDRAPADU,జిల్లా పరిషత్ ఉన్నత పాఠశాల (ZPHS) ఈ. తండ్రపాడు
28210701408,"LITTLE FLOWERS UPS , E.THANDRAPADU",లిటిల్ ఫ్లోయర్స్ ప్రాథమికోన్నత పాఠశాల ఈ. తండ్రపాడు
28210701502,MPPS GONDIPARLA,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) గొందిపర్ల
28210701504,MPPS VASANTHANAGAR,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) వసంతనగర్
28210701505,ZPHS VASANTHANAGAR,జిల్లా పరిషత్ ఉన్నత పాఠశాల (ZPHS) వసంతనగర్
28210701509,"PADMAVATHI UP SCHOOL, GONDIPERLA",పద్మవతి ప్రాధమికోన్నత పాఠశాల గొండిపర్ల
28210701510,"SRI SHIRIDISAI UP SCHOOL, VASANTHA NAGAR, KURNOOL",శ్రీ శిరిదిసాయి ప్రాధమికోన్నత పాఠశాల వశాంత నగర్ కర్నూల్
28210701511,"RAYAL UPS (EM,TM), GONDIPARLA, KURNOOL(M)",రాయల్ ప్రాథమికోన్నత పాఠశాల (EM TM) గొందిపర్ల కర్నూల్ (ఎం.)
28210701601,MPPS DEVAMADA,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) దేవమడ
28210701602,SUNITH EM SCHOOL EVAMADA,సునిత్ EM పాఠశాల ఎవమడ
28210701701,MPPS PUDUR,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) పుదూర్
28210701702,ZPHS PUDUR,జిల్లా పరిషత్ ఉన్నత పాఠశాల (ZPHS) పుదూర్
28210701801,MPPS(BC) GARGEYAPURAM,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) (బి.సి.) గర్గేయపురం
28210701802,MPPS GARGEYAPURAM,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) గర్గేయపురం
28210701804,"A.B.M AIDED PS, GARGEYAPURAM",ఎ.బి.ఎం. ఎయిడెడ్ ప్రాథమిక పాఠశాల గర్గేయపురం
28210701805,"MARIYANILAYAM PRIMARY SCHOOL, GARGEYAPURAM",మరియనిలయం ప్రాథమిక పాఠశాల గర్గేయపురం
28210701806,"USHODAYA ENG MED SCHOOL, GARGEYAPURAM",ఉషోదయ ఇంగ్లీష్ మీడ్ పాఠశాల గర్గేయపురం
28210701807,MPUPS(U) GARGEYAPURAM,మండల ప్రజా పరిషత్ ప్రాథమికోన్నత పాఠశాల (MPUPS) (యు.) గర్గేయపురం
28210701808,ZPHS GARGEYAPURAM,జిల్లా పరిషత్ ఉన్నత పాఠశాల (ZPHS) గర్గేయపురం
28210701811,"USHODAYA EM HS, GARGEYAPURAM",ఉషోదయ EM ఉన్నత పాఠశాల గర్గేయపురం
28210701812,"WISDOM PRIMARY E.M SCHOOL, GARGEYAPURAM",విస్డమ్ ప్రాథమిక EM పాఠశాల గర్గేయపురం
28210701901,MPPS DIGUVAPADU,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) దిగువపాడు
28210701903,ZPHS DIGUVAPADU,జిల్లా పరిషత్ ఉన్నత పాఠశాల (ZPHS) దిగువపాడు
28210702001,MPPS NOOTHANAPALLE,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) నూతనపల్లి
28210702101,MPPS SUDIREDDIPALLI,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) సుదిరెడ్డిపల్లి
28210702102,MPUPS(DPEP)(U) PASUPULA,మండల ప్రజా పరిషత్ ప్రాథమికోన్నత పాఠశాల (MPUPS) (డి.పి.ఈ.పి.) (యు.) పసుపుల
28210702105,ZPHS PASUPULA,జిల్లా పరిషత్ ఉన్నత పాఠశాల (ZPHS) పసుపుల
28210702201,"EDULABS LEARNING CAMPUS, JOHARAPURAM",ఎడ్లబ్స్ లియర్నింగ్ కంపస్ జొహరాపురం
28210702202,ST ANNS EM PS JOHARAPURAM,ఎస్.టి. ఆన్స్ EM ప్రాథమిక పాఠశాల జొహరాపురం
28210702203,BHAVITHA UP SCHOOL JOHARAPURAM,భవిత ప్రాధమికోన్నత పాఠశాల జొహరాపురం
28210702204,"MADARASA-E-ARABIA QAMRUNNISA, JOHARAPURAM, KNL",మదరస ఈ. అరబియా కామృన్నిసా జొహరాపురం కె.ఎన్.ఎల్.
28210702301,MPPS DINNEDEVARAPADU,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) దిన్నెడెవరపారపాడు
28210702302,GOVT.PS DINNEDEVARAPADU,ప్రభుత్వ ప్రాథమిక పాఠశాల దిన్నెడెవరపారపాడు
28210702303,"VIGNANAPEETAM AIDED P.S, G.PULLAREDDY NAGAR, KURNOOL",విజ్ఞానపీటంటాం ఎయిడెడ్ ప్రాథమిక పాఠశాల జి. పల్రెడ్‌డీడీ నగర్ కర్నూల్
28210702305,"SRI SARASWATHI SISU MANDIR(PS), G.PULLAREDDY NAGAR, KURNOOL",శ్రీ సరస్వతి సీసు మందిర్ (ప్రాథమిక పాఠశాల) జి. పల్రెడ్‌డీడీ నగర్ కర్నూల్
28210702307,ZPHS DINNEDEVARAPADU,జిల్లా పరిషత్ ఉన్నత పాఠశాల (ZPHS) దిన్నెడెవరపారపాడు
28210702308,"VIGNANA PEETAM AIDED H.S, G.PULLA REDDY NAGAR, KURNOOL",విజ్ఞాన పీటం ఎయిడెడ్ ఉన్నత పాఠశాల జి. పుల్లా రెడ్డి నగర్ కర్నూల్
28210702309,"CETTAMANCHI RAMALINGA REDDY SCHOOL, DINNEDEVARAPADU",కెట్టమంచి రామలింగ రెడ్డి పాఠశాల దిన్నెడెవరపారపాడు
28210702314,"SREE SARASWATHI SISHU MANDIR (HS) , GPR NAGAR, KURNOOL",శ్రీ సరస్వతి శిషు మందిర్ (ఉన్నత పాఠశాల) జి.పి.అర్. నగర్ కర్నూల్
28210702315,PRAGATHI EM UP SCHOOL DINNEDEVARAPADU,ప్రేగతి EM ప్రాధమికోన్నత పాఠశాల దిన్నెడెవరపారపాడు
28210702316,"THE ATHENA EM HIGH SCHOOL, DINNEDEVARAPADU",తె అతెన EM ఉన్నత పాఠశాల దిన్నెడెవరపారపాడు
28210702318,"CRR SECONDARY SCHOOL, DINNEDEVARAPADU, KURNOOL",సి.అర్.అర్. సెకండరీ పాఠశాల దిన్నెడెవరపారపాడు కర్నూల్
28210702319,"GENESIS MODERN EM UP SCHOOL, DENNEDEVARAPADU",జెనెసిస్ మోడరన్ EM ప్రాధమికోన్నత పాఠశాల దెన్నెడెవరపారపాడు
28210702320,"GENESIS MODERN EM HS, DINNEDEVARAPADU, KNL",జెనెసిస్ మోడరన్ EM ఉన్నత పాఠశాల దిన్నెడెవరపారపాడు కె.ఎన్.ఎల్.
28210702401,"MPPS (DPEP), B.THANDARAPADU",మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) (డి.పి.ఈ.పి.) బి. తందరపాడు
28210702402,MPPS(U) B.THANDARAPADU,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) (యు.) బి. తందరపాడు
28210702403,MPPS B.THANDARAPADU,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) బి. తందరపాడు
28210702404,"VASAVI EM UPS, B.THANDRAPADU",వాసవి EM ప్రాథమికోన్నత పాఠశాల బి. తండ్రపాడు
28210702405,"MPUPSCHOOL, TV9 PRAJA NAGAR, KURNOOL",మండల ప్రజా పరిషత్ ప్రాథమికోన్నత పాఠశాల (MPUPS) చూల్ టి.వి. 9 ప్రజా నగర్ కర్నూల్
28210702406,"SRI CHITANYA EM PS , B THANDRAPADU",శ్రీ చితన్య EM ప్రాథమిక పాఠశాల బి. తండ్రపాడు
28210702502,MPPS VENKAYAPALLI,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) వెంకయపాపల్లి
28210702503,MPPS BHUPALNAGAR,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) భూపాల్నగర్
28210702504,MPPS PADIDEMPADU,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) పడిడేంపాడు
28210702505,MPPS(U) MILATARY COLONY,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) (యు.) మిలటరీ కాలనీ
28210702506,"MPPS(U), VENKAYAPALLI",మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) (యు.) వెంకయపాపల్లి
28210702507,MPPS NANDANAPALLI,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) నందనపల్లి
28210702508,"RAVINDRA RESIDENTIAL SCHOOL, NANDANAPALLI",రవీంద్ర రెసిడెన్షియల్ పాఠశాల నందనపల్లి
28210702509,"MPPS(BC), PADIDAMPADU",మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) (బి.సి.) పడిదంపాడు
28210702510,MPPS P.RUDRAVARAM,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) పి. రుద్రవరం
28210702511,ZPHS MILITARY COLONY,జిల్లా పరిషత్ ఉన్నత పాఠశాల (ZPHS) మిలిటరీ కాలనీ
28210702512,"RAVINDRA VIDYA NIKETHAN H.S, VENKAYAPALLI",రవీంద్ర విద్యా నికేతన్ ఉన్నత పాఠశాల వెంకయపాపల్లి
28210702513,ZPHS PADIDEMPADU,జిల్లా పరిషత్ ఉన్నత పాఠశాల (ZPHS) పడిడేంపాడు
28210790502,GOVT.PS(U) GAREEB NAGAR,ప్రభుత్వ ప్రాథమిక పాఠశాల (యు.) గేర్బీ నగర్
28210790503,GOVT.UPS(U) CHITARI STREET,ప్రభుత్వ ప్రాథమికోన్నత పాఠశాల (యు.) చితారి వీధి
28210790504,"GOVT.PS(U), NEAR INDOOR STADIUM, KNL",ప్రభుత్వ ప్రాథమిక పాఠశాల (యు.) సమీపంలో ఇండోర్ స్టేడియం కె.ఎన్.ఎల్.
28210790505,GOVT.PS(U) KANDERI,ప్రభుత్వ ప్రాథమిక పాఠశాల (యు.) కండేరి
28210790506,GOVT.PS(U) ROZA STREET,ప్రభుత్వ ప్రాథమిక పాఠశాల (యు.) రోజా వీధి
28210790507,GOVT.UPS(U) KAPPAL NAGAR,ప్రభుత్వ ప్రాథమికోన్నత పాఠశాల (యు.) కప్పల్ నగర్
28210790508,GOVT.PS(U) BUDHAWAR PETA,ప్రభుత్వ ప్రాథమిక పాఠశాల (యు.) బుధవర్ పేట
28210790509,GOVT.PS BUDHAWAR PETA,ప్రభుత్వ ప్రాథమిక పాఠశాల బుధవర్ పేట
28210790511,MCPS KUMMARI STREET,ఎం.సి. ప్రాథమిక పాఠశాల కుమ్మరి వీధి
28210790512,MCPS 15TH PETA,ఎం.సి. ప్రాథమిక పాఠశాల 15 టి.హెచ్. పేట
28210790513,"MCPS(SPL) SBI COLONY, NEAR LIONS CLUB",ఎం.సి. ప్రాథమిక పాఠశాల (ఎస్.పి.ఎల్) ఎస్.బి.అయి. కాలనీ సమీపంలో లియన్స్ క్లబ్
28210790515,"MPCPS BIRLA GADDA, NEAR KOTLA STATION, KNL",ఎం.పి.సి.పి.ఎస్. బీర్ల గడ్డ సమీపంలో కోట్ల స్టేషన్ కె.ఎన్.ఎల్.
28210790516,MCPS DHARMAPETA,ఎం.సి. ప్రాథమిక పాఠశాల ధర్మపేట
28210790517,MPLPS KAHDAKPURA STREET,పురపాలక ప్రాథమిక పాఠశాల కహ్దక్పుర వీధి
28210790518,"MCPS(SPL)(G), SREERAMNAGAR, KNL",ఎం.సి. ప్రాథమిక పాఠశాల (ఎస్.పి.ఎల్) (జి.) శ్రీరాంణగర్ కె.ఎన్.ఎల్.
28210790519,MCPS CHITTARI STREET,ఎం.సి. ప్రాథమిక పాఠశాల చిత్తారి వీధి
28210790520,MCPS SEETHARAMA NAGAR,ఎం.సి. ప్రాథమిక పాఠశాల సీతారామ నగర్
28210790521,"MCPS ARUNDATHI NAGAR, NANDYAL ROAD, KNL",ఎం.సి. ప్రాథమిక పాఠశాల అరుండతి నగర్ నాందయాల్ రోడ్ కె.ఎన్.ఎల్.
28210790522,MCPS(SPL) 11 FIORT,ఎం.సి. ప్రాథమిక పాఠశాల (ఎస్.పి.ఎల్) 11 ఫయోర్ట్
28210790523,MCPS(SPL) VADDEPETA,ఎం.సి. ప్రాథమిక పాఠశాల (ఎస్.పి.ఎల్) వద్దేపేట
28210790524,"MCPS(SPL), MANJUR NAGAR, JOHARAPURAM",ఎం.సి. ప్రాథమిక పాఠశాల (ఎస్.పి.ఎల్) మంజూర్ నగర్ జొహరాపురం
28210790526,MCPS 15TH FORT NEAR KING MARKET,ఎం.సి. ప్రాథమిక పాఠశాల 15 టి.హెచ్. ఫోర్ట్ సమీపంలో కింగ్ మార్కెట్
28210790527,MCPS NARSIMHA REDDY NAGAR,ఎం.సి. ప్రాథమిక పాఠశాల నర్సింహ రెడ్డి నగర్
28210790528,MCPS YERRABURUJU,ఎం.సి. ప్రాథమిక పాఠశాల ఏర్రబురుజు
28210790529,MCPS PEDDAPADAKANA,ఎం.సి. ప్రాథమిక పాఠశాల పెద్దపడకాన
28210790530,MCPS(SPL) 8TH FORT,ఎం.సి. ప్రాథమిక పాఠశాల (ఎస్.పి.ఎల్) 8 టి.హెచ్. ఫోర్ట్
28210790531,"MCPS(SPL) INDIRAMMA COLONY, NEAR HOHARAPURAM, KNL",ఎం.సి. ప్రాథమిక పాఠశాల (ఎస్.పి.ఎల్) ఇందిరమ్మ కాలనీ సమీపంలో హోహరాపురం కె.ఎన్.ఎల్.
28210790532,MCPS(SPL) CINNAMARKET,ఎం.సి. ప్రాథమిక పాఠశాల (ఎస్.పి.ఎల్) సిన్నమర్నార్కెట్
28210790534,MCPS JOHARAPURAM,ఎం.సి. ప్రాథమిక పాఠశాల జొహరాపురం
28210790535,MCPS SAP CAMP,ఎం.సి. ప్రాథమిక పాఠశాల సాప్ కాంప్
28210790537,MCPS A CAMP,ఎం.సి. ప్రాథమిక పాఠశాల ఎ. కాంప్
28210790539,MCPS(SPL) JOHARAPURAM,ఎం.సి. ప్రాథమిక పాఠశాల (ఎస్.పి.ఎల్) జొహరాపురం
28210790540,MCUPS(U) 11TH WARD,ఎం.సి. ప్రాథమికోన్నత పాఠశాల (యు.) 11 టి.హెచ్. వార్డ్
28210790541,MCPS(U) GANIGALLI,ఎం.సి. ప్రాథమిక పాఠశాల (యు.) గనిగల్లి
28210790542,MCPS(UG) KOTHAPETA,ఎం.సి. ప్రాథమిక పాఠశాల (యు.జి.) కోతపేట
28210790543,MCPS(U) KALEELWADA,ఎం.సి. ప్రాథమిక పాఠశాల (యు.) కళీళ్వాడ
28210790544,MCPS(U) N.R.NAGAR,ఎం.సి. ప్రాథమిక పాఠశాల (యు.) ఎన్.అర్. నగర్
28210790545,MCPS(U) ROZA STREET,ఎం.సి. ప్రాథమిక పాఠశాల (యు.) రోజా వీధి
28210790546,MCPS(U) NEAR KING MARKET,ఎం.సి. ప్రాథమిక పాఠశాల (యు.) సమీపంలో కింగ్ మార్కెట్
28210790548,"MCPS(U), KVR GARDEN, NEAR KIDS WORLD, KNL",ఎం.సి. ప్రాథమిక పాఠశాల (యు.) కె.వి.అర్. గార్డెన్ సమీపంలో కిడ్స్ వర్ల్డ్ కె.ఎన్.ఎల్.
28210790549,"MCPS(SPL)(U) RAGHAVENDRA NAGAR, NEAR RAGHUNATH TALKIES, KNL",ఎం.సి. ప్రాథమిక పాఠశాల (ఎస్.పి.ఎల్) (యు.) రాఘవేంద్ర నగర్ సమీపంలో రఘునాథ్ టాకీస్ కె.ఎన్.ఎల్.
28210790550,MCPS(U) 32 PETA,ఎం.సి. ప్రాథమిక పాఠశాల (యు.) 32 పేట
28210790551,MCPS(UG) SHAMSHIA,ఎం.సి. ప్రాథమిక పాఠశాల (యు.జి.) షంషియా
28210790552,MCUPS(U) GADDASTREET,ఎం.సి. ప్రాథమికోన్నత పాఠశాల (యు.) గద్దస్త్రీట్రేట్
28210790553,MCPS(U) KUMMARI STREET,ఎం.సి. ప్రాథమిక పాఠశాల (యు.) కుమ్మరి వీధి
28210790554,MCUPS(U) JOHARAPURAM,ఎం.సి. ప్రాథమికోన్నత పాఠశాల (యు.) జొహరాపురం
28210790555,"SRI TANGUTOORI PRAKASHAM MCPS, PRKASH NAGAR",శ్రీ తంగుతూరి ప్రకాశం ఎం.సి. ప్రాథమిక పాఠశాల పర్కాష్ నగర్
28210790556,MCPS(U) KADAKPURA,ఎం.సి. ప్రాథమిక పాఠశాల (యు.) కడక్పురా
