UDISE Code,English Title,Telugu Title
28213090234,"MMCS SREE NARAYANA HIGH SCHOOL, BETHAMCHERLA",ఎం.ఎం.సి.ఎస్. శ్రీ నారాయణ ఉన్నత పాఠశాల బెతంచర్ల
28213090235,"MMCS SRE NARAYANA PRIMARY SCHOOL, B.CHERLA",ఎం.ఎం.సి.ఎస్. ఎస్.అర్.ఈ. నారాయణ ప్రాథమిక పాఠశాల బి. చెర్లా
28213090236,SRI VANI HS BETHAMCHERLA,శ్రీ వాణి ఉన్నత పాఠశాల బెతంచర్ల
28213090237,ZPHS BETHAMCHERLA,జిల్లా పరిషత్ ఉన్నత పాఠశాల (ZPHS) బెతంచర్ల
28213090301,MPPS CEMENT NAGAR,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) సెమెంట్ నగర్
28213090302,GOVT.PS B.THANDA,ప్రభుత్వ ప్రాథమిక పాఠశాల బి. థాంద
28213090303,P.C.AIDEDPS CEMENT NAGAR,పి.సి. ఎయిడెడ్ ప్రాధమిక పాఠశాల సెమెంట్ నగర్
28213090304,MPUPSGORUMANKONDA,మండల ప్రజా పరిషత్ ప్రాథమికోన్నత పాఠశాల (MPUPS) గోరుమంకొండ
28213090305,MPUPS BUGANAIPALLI,మండల ప్రజా పరిషత్ ప్రాథమికోన్నత పాఠశాల (MPUPS) బుగనైపల్లి
28213090306,PANYAM EM U P S,పన్యం EM యు. పి. ఎస్.
28213100102,MPUPS PINNAPURAM,మండల ప్రజా పరిషత్ ప్రాథమికోన్నత పాఠశాల (MPUPS) పిన్నపురం
28213100201,MPPS SAJJAKANI KOTTALA,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) సజ్జకాని కొట్టాల
28213100203,MPUPS(U) GORUKALLU,మండల ప్రజా పరిషత్ ప్రాథమికోన్నత పాఠశాల (MPUPS) (యు.) గోరుకల్లు
28213100204,MPPS(U) SAJJAKANI KOTTALA,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) (యు.) సజ్జకాని కొట్టాల
28213100205,MPPS GORUKALLU,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) గోరుకల్లు
28213100207,ZPHS GORUKALLU,జిల్లా పరిషత్ ఉన్నత పాఠశాల (ZPHS) గోరుకల్లు
28213100303,ZPHS KONDAJUTUR,జిల్లా పరిషత్ ఉన్నత పాఠశాల (ZPHS) కొండజాజర్
28213100401,MPPS VADDUGANDLA,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) వద్దుగండ్ల
28213100501,MPPS BALAPANUR,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) బలపనూరు
28213100503,MPPS(U) BALAPANUR,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) (యు.) బలపనూరు
28213100506,BHARATH PUBLIC S,భారత్ పబ్లిక్ ఎస్.
28213100601,MPUPS(U) PANYAM,మండల ప్రజా పరిషత్ ప్రాథమికోన్నత పాఠశాల (MPUPS) (యు.) పన్యం
28213100602,GOVT.PS INCOLONY,ప్రభుత్వ ప్రాథమిక పాఠశాల ఇంకాలనీ
28213100603,GOVT ST ASHRAM HS,ప్రభుత్వ ఎస్.టి. ఆశ్రమ్ ఉన్నత పాఠశాల
28213100604,GOVT.PS K.METTA,ప్రభుత్వ ప్రాథమిక పాఠశాల కె. మెత్త
28213100605,"MPPS AR COLONY, PANYAM",మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) ఎ.అర్. కాలనీ పన్యం
28213100606,"PRAGATHI VIDYA NIKETAN, PANYAM",ప్రేగతి విద్యా నికేతన్ పన్యం
28213100607,"KRR P.S, PANYAM",కె.అర్.అర్. ప్రాథమిక పాఠశాల పన్యం
28213100608,MPPS PANYAM,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) పన్యం
28213100609,GOVT.HS PANYAM,ప్రభుత్వ ఉన్నత పాఠశాల పన్యం
28213100610,"SUCCESS PUBLIC SCHOOL, AR COLONY, PANYAM",సక్సెస్ పబ్లిక్ పాఠశాల ఎ.అర్. కాలనీ పన్యం
28213100611,"VIJAYANIKETAN EM PS, B.PALLI ROAD, PANYAM",విజయనికేతన్ EM ప్రాథమిక పాఠశాల బి. పల్లి రోడ్ పన్యం
28213100616,"KRR HIGH SCHOOL, AR COLONY, PANYAM",కె.అర్.అర్. ఉన్నత పాఠశాల ఎ.అర్. కాలనీ పన్యం
28213100617,"VIJAYANIKETHAN E.M H.S, PANYAM",విజయనికేతన్ EM ఉన్నత పాఠశాల పన్యం
28213100622,"AP MODEL SCHOOL,PANYAM",ఎపి మోడల్ పాఠశాల పన్యం
28213100623,APTWRS BOYS PANYAM,ఆంధ్రప్రదేశ్ గిరిజన సంక్షేమ గురుకుల పాఠశాల బాయ్స్ బాలురు పన్యం
28213100701,MPPS THAMMARAJUPALLE,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) తమ్మరాజుపల్లి
28213100702,ZPHS THAMMARAJUPALLE,జిల్లా పరిషత్ ఉన్నత పాఠశాల (ZPHS) తమ్మరాజుపల్లి
28213100801,MPPS KONIDEDU,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) కొనిదేదు
28213100802,ZPHS KONIDEDU,జిల్లా పరిషత్ ఉన్నత పాఠశాల (ZPHS) కొనిదేదు
28213100901,MPPS(SC COL) NERAWADA,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) (ఎస్ సి కాల్) నెరవడ
28213100902,KESHAVA REDDY  E/M S,కేశవ రెడ్డి EM ఎస్.
28213100903,MPUPS NERAWADA,మండల ప్రజా పరిషత్ ప్రాథమికోన్నత పాఠశాల (MPUPS) నెరవడ
28213100904,KESHAVA REDDY E/M S,కేశవ రెడ్డి EM ఎస్.
28213100905,MJPAPBCWRES(G)NERAWADA,మ్యజ్పాప్క్ప్య్రెస్ (జి.) నెరవడ
28213101001,MPPS KOWLUR,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) కౌలూరు
28213101201,MPPS-1 MADDUR,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) 1 మద్దూర్
28213101202,MPPS-2 MADDUR,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) 2 మద్దూర్
28213101203,ZPHS MADDUR,జిల్లా పరిషత్ ఉన్నత పాఠశాల (ZPHS) మద్దూర్
28213101301,MPUPS BHUPANAPADU,మండల ప్రజా పరిషత్ ప్రాథమికోన్నత పాఠశాల (MPUPS) భూపానపాడు
28213101401,MPUPS ALAMUR,మండల ప్రజా పరిషత్ ప్రాథమికోన్నత పాఠశాల (MPUPS) అలామూర్
28213101402,MPUPS KANDIKAYAPALLI,మండల ప్రజా పరిషత్ ప్రాథమికోన్నత పాఠశాల (MPUPS) కండికయపాల్లి
28213101501,MPPS GONAVARAM,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) గోనవరం
28213101502,MPPS(U) GONAVARAM,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) (యు.) గోనవరం
28213101601,MPPS ANUPUR,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) అనూపూర్
28213101602,MPPS AHALYAPURAM,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) అహల్యపురం
28213101701,MPPS S.KOTHURU,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) ఎస్. కొత్తూరు
28213101801,MPPS GAGGATUR,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) గగ్గతూరు
28213200101,MPPS GANI,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) గని
28213200104,MPPS(SC COLONY) GANI,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) (ఎస్ సి కాలనీ) గని
28213200105,ZPHS GANI,జిల్లా పరిషత్ ఉన్నత పాఠశాల (ZPHS) గని
28213200106,MPPS(U) GANI,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) (యు.) గని
28213200201,MPPS MANCHALAKATTA,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) మంచలకట్ట
28213200202,MPUPS MANCHALAKATTA,మండల ప్రజా పరిషత్ ప్రాథమికోన్నత పాఠశాల (MPUPS) మంచలకట్ట
28213200301,MPPS GADIVEMULA,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) గదివేముల
28213200303,MPPS (SPL) GADIVEMULA,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) (ఎస్.పి.ఎల్) గదివేముల
28213200304,"SRI RAJA RAJESWARI PS, GADIVEMULA",శ్రీ రాజ రాజేశ్వరి ప్రాథమిక పాఠశాల గదివేముల
28213200306,"SRI RAVEENDRA BHARATHI PS, GADIVEMULA",శ్రీ రవీంద్ర భారతి ప్రాథమిక పాఠశాల గదివేముల
28213200307,ZPHS GADIVEMULA,జిల్లా పరిషత్ ఉన్నత పాఠశాల (ZPHS) గదివేముల
28213200308,"SRI RAJA RAJESWARI H.S, GADIVEMULA",శ్రీ రాజ రాజేశ్వరి ఉన్నత పాఠశాల గదివేముల
28213200309,MPPS(U) GADIVEMULA,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) (యు.) గదివేముల
28213200312,"ST PAULS EM PRIMARY SCHOOL , GADIVEMULA",ఎస్.టి. పాల్స్ EM ప్రాథమిక పాఠశాల గదివేముల
28213200314,KGBV GADIVEMULA,కస్తూర్బా గాంధీ బాలికా విద్యాలయ (KGBV) గదివేముల
28213200315,"SRI RAVINDRA BHARATHI HS, GADIVEMULA",శ్రీ రవీంద్ర భారతి ఉన్నత పాఠశాల గదివేముల
28213200317,"A.P. MODEL SCHOOL, GADIVEMULA",ఎపి మోడల్ పాఠశాల గదివేముల
28213200318,"ST PAULS EM HIGH SCHOOL, GADIVEMULA",ఎస్.టి. పాల్స్ EM ఉన్నత పాఠశాల గదివేముల
28213200401,MPPS KORRAPOLUR,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) కొర్రపోలూరు
28213200403,GOVT. STPS L.K.THANDA,ప్రభుత్వ ఎస్.టి.పి.ఎస్. ఎల్.కె. థాంద
28213200501,MPPS(SC COLONY) BILAKALAGUDUR,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) (ఎస్ సి కాలనీ) బిలకలగూడూరు
28213200502,MPPS ALLAGADDA,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) అల్లగడ్డ
28213200504,MPUPS BILAKALAGUDUR,మండల ప్రజా పరిషత్ ప్రాథమికోన్నత పాఠశాల (MPUPS) బిలకలగూడూరు
28213200505,MPPS(U) BILAKALAGUDUR,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) (యు.) బిలకలగూడూరు
28213200508,"MADARASA-E-ARABIYA MADINATUL-ULOOM, BILAKALAGUDUR",మదరస ఈ. అరబియా మాడినట్టుల్ ఉలూమ్ బిలకలగూడూరు
28213200601,MPPS(SC) PESARAVAYI,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) (ఎస్ సి) పెసరవయి
28213200602,MPUPS PESARAVAYI,మండల ప్రజా పరిషత్ ప్రాథమికోన్నత పాఠశాల (MPUPS) పెసరవయి
28213200603,"SRI BHARATHI U.P S, PESARAVAYI",శ్రీ భారతి ప్రాధమికోన్నత ఎస్. పెసరవయి
28213200701,MPPS BUJANUR,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) బుజనూరు
28213200702,MPPS GRANTHIVEMULA,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) గ్రాంథివేముల
28213200801,MPPS ONDUTLA,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) ఒందుట్లా
28213200802,MPPS PAIBOGULA,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) పైబోగుల
28213200803,MPPS PATHA PAIBOGULA,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) పాత పైబోగుల
28213200901,MPPS CHINDUKURU,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) చిందుకూరు
28213200902,MPPS K.BOLLAVARAM,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) కె. బొల్లవరం
28213200903,MPPS(BC COLONY) CHINDUKURU,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) (బి.సి. కాలనీ) చిందుకూరు
28213201001,MPPS(SPL) KARIMADDALA,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) (ఎస్.పి.ఎల్) కరిమద్ధల
28213201003,MPPS KARIMADDALA,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) కరిమద్ధల
28213201004,ZPHS KARIMADDALA,జిల్లా పరిషత్ ఉన్నత పాఠశాల (ZPHS) కరిమద్ధల
28213201101,MPPS GADIGAREVULA,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) గడిగరెవుల
28213201103,ZPHS GADIGAREVULA,జిల్లా పరిషత్ ఉన్నత పాఠశాల (ZPHS) గడిగరెవుల
28213201201,MPPS THIRUPADU,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) తీరుపాడు
28213201301,MPUPS KORATAMADDI,మండల ప్రజా పరిషత్ ప్రాథమికోన్నత పాఠశాల (MPUPS) కోరాటమడ్డి
28213201401,MPPS(SC COLONY) DURVESI,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) (ఎస్ సి కాలనీ) దుర్వేసి
28213201402,MPPS DURVESI,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) దుర్వేసి
28213201403,SRI GURU SAI VIDYA MANDIR DURVESI,శ్రీ గురు సాయి విద్యా మందిర్ దుర్వేసి
28213201404,"HERALDS OF GOOD NEWS EM SCHOOL, DURVESI",హేరాల్డ్స్ ఆఫ్ గుడ్ న్యూస్ EM పాఠశాల దుర్వేసి
28213300101,MPPS BHOJANAM,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) భోజనం
28213300201,MPUPS PARAMATUR,మండల ప్రజా పరిషత్ ప్రాథమికోన్నత పాఠశాల (MPUPS) పరమేచర్
28213300302,MPPS SANTHAJUTUR,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) సంతజుతూరు
28213300304,ZPHS SANTHAJUTUR,జిల్లా పరిషత్ ఉన్నత పాఠశాల (ZPHS) సంతజుతూరు
28213300305,"SRIVANI VIDYANIKETAN UP SCHOOL,S.JUTUR",శ్రీవాణీ విద్యానికేతన్ ప్రాధమికోన్నత పాఠశాల ఎస్. జూతూరు
28213300401,MPPS(SPL) PD .PURAM,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) (ఎస్.పి.ఎల్) పి.డి. పురం
28213300402,MPES(M) PD.PURAM,ఎంపీస్ (ఎం.) పి.డి. పురం
28213300502,MPPS(DPEP) CH.DEVALAPURAM,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) (డి.పి.ఈ.పి.) సి.హెచ్. దేవలపురం
28213300503,MPPS BARAKALA,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) బరకల
28213300505,ZPHS NARAYANAPURAM,జిల్లా పరిషత్ ఉన్నత పాఠశాల (ZPHS) నారయణపురం
28213300507,SRIMALLIKARJUNA S(E&T),శ్రీమల్లికాళ్ళికర్జున ఎస్. (ఈ. టి.)
28213300508,GOVT PS (TW) NR KUNTA,ప్రభుత్వ ప్రాథమిక పాఠశాల (టి.డబ్ల్యు.) ఎన్.అర్. కుంట
28213300601,MPPS(SPL) G LINGAPURAM,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) (ఎస్.పి.ఎల్) జి. లింగపురం
28213300602,ADI ANDHRA AIDED ELESCHOO,ఎ.డి.అయి. ఆంధ్ర ఎయిడెడ్ ఏలేశికో
28213300603,SIDDIQUI AIDED (U) PS,సిద్దిక్వు ఎయిడెడ్ (యు.) ప్రాథమిక పాఠశాల
28213300604,MPPS G.LINGAPURAM,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) జి. లింగపురం
28213300605,MPPS(NEW) G.C.PALEM,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) (కొత్త) జి.సి. పాలెం
28213300607,ZPHS G.LINGAPURAM,జిల్లా పరిషత్ ఉన్నత పాఠశాల (ZPHS) జి. లింగపురం
28213300704,"ZPHS, SINGAVARAM",జిల్లా పరిషత్ ఉన్నత పాఠశాల (ZPHS) సింగవరం
28213300801,MPPS ERUKULACOLONY,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) ఏరుకులకులకొలని
28213300802,MPPS(SPL) B.ATMAKUR,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) (ఎస్.పి.ఎల్) బి. ఆత్మకూరు
28213300804,MPPS WAKERS COLONY,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) వాకర్స్ కాలనీ
28213300805,MPPS(M) B.ATMAKUR,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) (ఎం.) బి. ఆత్మకూరు
28213300807,MPPS(U) B.ATMAKUR,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) (యు.) బి. ఆత్మకూరు
28213300810,ZPHS B.ATMAKUR,జిల్లా పరిషత్ ఉన్నత పాఠశాల (ZPHS) బి. ఆత్మకూరు
28213300813,JYOTHI  P.S.,జ్యోతి ప్రాథమిక పాఠశాల
28213300815,"MOTHER THERESSAVM UP SCHOOL, SOMAYAJULAPALLI",మదర్ తెరెస్సావ్ ప్రాధమికోన్నత పాఠశాల సోమయజులపల్లి
28213300818,"GOVT PS (ITDA), NEMALAKUN",ప్రభుత్వ ప్రాథమిక పాఠశాల (ఇత్త) నేమలకున్నాలు
28213300823,JYOTHI EM & TM HIGH SCHOOL,జ్యోతి EM TM ఉన్నత పాఠశాల
28213300824,"SRI RAGHAVENDRA HS, B.ATMAKUR",శ్రీ రాఘవేంద్ర ఉన్నత పాఠశాల బి. ఆత్మకూరు
28213300825,"A.P MODEL SCHOOL, B.ATMAKUR",ఎపి మోడల్ పాఠశాల బి. ఆత్మకూరు
28213301001,MPPS KAKANUR,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) కాకానూర్
28213301101,MPUPS(U) PARNAPALLE,మండల ప్రజా పరిషత్ ప్రాథమికోన్నత పాఠశాల (MPUPS) (యు.) పర్ణపల్లి
28213301102,MPUPS PARNAPALLE,మండల ప్రజా పరిషత్ ప్రాథమికోన్నత పాఠశాల (MPUPS) పర్ణపల్లి
28213301103,ADI ANDHRA AIDED UPS,ఎ.డి.అయి. ఆంధ్ర ఎయిడెడ్ ప్రాథమికోన్నత పాఠశాల
28213301105,"PRABHATH EM PS, PARNAPALLE",ప్రభత్త EM ప్రాథమిక పాఠశాల పర్ణపల్లి
28213301106,PRABHAT EM HS,ప్రభట్ EM ఉన్నత పాఠశాల
28213301201,MPPS(M) ERNAPADU,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) (ఎం.) ఎర్నపాడు
28213301203,MPPS(DPEP) ERNAPADU,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) (డి.పి.ఈ.పి.) ఎర్నపాడు
28213301204,ZPHS ERNAPADU,జిల్లా పరిషత్ ఉన్నత పాఠశాల (ZPHS) ఎర్నపాడు
28213301205,"DR.NARENDRA MEMORIAL UP SCHOOL, ERNAPADU",డి.అర్. నరేంద్ర మెమోరియల్ ప్రాధమికోన్నత పాఠశాల ఎర్నపాడు
28213301301,MPPS(SPL) KADAMALAKALVA,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) (ఎస్.పి.ఎల్) కదామాలకాల్వ
28213301302,MPPS VENGALAREDDYPETA,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) వెంగలరెడ్డిపేట
28213301303,MPPS(M) KADAMALAKALVA,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) (ఎం.) కదామాలకాల్వ
28213301402,MPPS(SPL) A.KODUR,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) (ఎస్.పి.ఎల్) ఎ. కొడూర్
28213301403,MPUPS A.KODUR,మండల ప్రజా పరిషత్ ప్రాథమికోన్నత పాఠశాల (MPUPS) ఎ. కొడూర్
28213301406,SRI RAGHAVENDAR VIDYAMANDIR,శ్రీ రాఘవేందర్ విద్యామందిర్
28213301502,MPPS(SPL) B.KODUR,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) (ఎస్.పి.ఎల్) బి. కొడూర్
28213301503,MPUPS B.KODUR,మండల ప్రజా పరిషత్ ప్రాథమికోన్నత పాఠశాల (MPUPS) బి. కొడూర్
28213400101,MPPS POLUR,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) పోలూరు
28213400102,R.C.M.AIDEDPS POLUR,అర్.సి.ఎం. ఎయిడెడ్ ప్రాధమిక పాఠశాల పోలూరు
28213400103,MPPS ( URDU ) POLUR,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) ( ఉర్దూ ) పోలూరు
28213400104,ZPHS POLUR,జిల్లా పరిషత్ ఉన్నత పాఠశాల (ZPHS) పోలూరు
28213400105,ST.JOHN`S UP E.M. POLUR,ఎస్.టి. జాన్ఎస్. ప్రాధమికోన్నత EM పోలూరు
28213400201,MPPS RAYAMALPURAM,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) రాయమాల్‌పురం
28213400202,MPUPS NANDAMURINAGAR,మండల ప్రజా పరిషత్ ప్రాథమికోన్నత పాఠశాల (MPUPS) నందమూరినాగర్
28213400203,"ST JOSEPH H S, PEDDAKOTTALA",ఎస్.టి. జోసెఫ్ హెచ్. ఎస్. పెద్దకొట్టాల
28213400301,MPPS MUNAGALA,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) మునగల
28213400401,MPPS PULIMADDI,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) పులిమడ్డి
28213400402,MPUPS PULIMADDI,మండల ప్రజా పరిషత్ ప్రాథమికోన్నత పాఠశాల (MPUPS) పులిమడ్డి
28213400501,MPPS BHEEMAVARAM,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) భీమవరం
28213400502,MPUPS BHEEMAVARAM,మండల ప్రజా పరిషత్ ప్రాథమికోన్నత పాఠశాల (MPUPS) భీమవరం
28213400609,"UNIVERSAL UPS, CHAND BADA",యూనివర్సల్ ప్రాథమికోన్నత పాఠశాల చంద్ బడ
28213400611,"SREE VENKATESWARA VIDYALAYA, KRANTHI NAGAR",శ్రీ వెంకటేశ్వర విద్యాలయ క్రాంతి నగర్
28213400613,"MORNING STAR E.M. SCHOOL, CHAPIREVULA",మోర్నింగ్ స్టార్ EM పాఠశాల చాపిరేవుల
28213400615,NALANDA HIGH S NANDYAL,నలంద ఉన్నత ఎస్. నాందయాల్
28213400616,NAVAJEEVAN S AYYALUR,నవజేవన్ ఎస్. అయ్యలూర్
28213400617,"PRAGATHI VIDYA MANDIR, NANDYAL",ప్రేగతి విద్యా మందిర్ నాందయాల్
28213400618,"SRIGURURAJAE.M.S, LALITHA NAGAR, NANDYAL",శ్రీగురురురాజేఎం.ఎస్. లలిత నగర్ నాందయాల్
28213400619,"MORNING STAR EMS, CHAPIREVULA",మోర్నింగ్ స్టార్ ఇంగ్లీష్ మీడియం పాఠశాల చాపిరేవుల
28213400620,"SRI VENKATESWARA VIDYALAYA, KRANTHI NAGAR",శ్రీ వెంకటేశ్వర విద్యాలయ క్రాంతి నగర్
28213400621,THE GELIVIS V.V. PS TEKKE,తె గెలివిస్ వి.వి. ప్రాథమిక పాఠశాల టెక్కీ
28213400622,"NAVAJEEVAN SC. FOR D&D, AYYALUR METTA",నవజేవన్ ఎస్ సి ఫోర్ డి. డి. అయ్యలూర్ మెత్త
28213400623,"NALANDA P.M.S, NANDYALA",నలంద పి.ఎం.ఎస్. నంద్యాల
28213400624,"PRAGATHI VIDYA MANDIR, SYAMNAGAR",ప్రేగతి విద్యా మందిర్ స్యాంనగర్
28213400625,"KESHAVA REDDY EM S, NGO'S COLONY",కేశవ రెడ్డి EM ఎస్. ఎన్.జి.ఓ.ఎస్. కాలనీ
28213400630,"Sri Shanthinikethan EM HS, Nandyal",శ్రీ శంతినికేతన్ EM ఉన్నత పాఠశాల నాందయాల్
28213400631,"Nagarjuna EM and TM HS, Nandyal",నాగార్జున EM అండ్ TM ఉన్నత పాఠశాల నాందయాల్
28213400632,RAVI KINDER GARTEN,రవి కిందర్ గార్టెన్
28213400633,"SRI CHAITANYA UP SCHOOL, SRINIVASA NAGAR, NANDYA",శ్రీ చైతన్య ప్రాధమికోన్నత పాఠశాల శ్రీనివాస నగర్ నంద్య
28213400635,"SRI CHAITANYA HS, OPP.MPL.OFFICE, NANDYAL",శ్రీ చైతన్య ఉన్నత పాఠశాల ఒ.పి.పి. పురపాలక ఆఫీస్ నాందయాల్
