UDISE Code,English Title,Telugu Title
28201000903,MPPS TEKUR,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) టీకూరు
28201000904,MPPS TEKURPETA,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) తీకుర్పేట
28201000906,MPPS THIMMAREDDYPALLI,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) తిమ్మారెడ్డిపాల్లి
28201000907,MPPS THOKALA PALLI,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) తోకాల పల్లి
28201000909,MPPS RAJASAHEB PETA,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) రాజసాహ్యుబ్ పేట
28201000912,MPPS PKPALLI,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) పక్పల్లి
28201000913,MPPS KTV PURAM,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) కె.టి.వి. పురం
28201000916,ZPHS TEKURPET,జిల్లా పరిషత్ ఉన్నత పాఠశాల (ZPHS) టెక్ర్‌పెట్
28201000917,WISDOM EMHS,విస్డమ్ EM ఉన్నత పాఠశాల
28201001002,MPPS EEDULLAPALLE,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) ఈడుల్లపల్లె
28201001003,MPPS DAMANAMPALLI ST,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) దమనంపల్లి ఎస్.టి.
28201001004,RCMEPS DAMMANAPALLI,ర్కమెప్స్ దమ్మనపల్లి
28201001005,MPUPS SUNKESULAPALLE,మండల ప్రజా పరిషత్ ప్రాథమికోన్నత పాఠశాల (MPUPS) సుంకేసులపల్లె
28201001101,MPPS MARKAPURAM (MAIN),మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) మర్కాపురం (మెయిన్)
28201001201,MPPS PORUMAMILLA,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) పోరుమామిళ్ళ
28201001202,MPPS KAPU STREET,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) కాపు వీధి
28201001204,MPPS RAMAYAPALLI,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) రామాయపల్లి
28201001205,MPPS TH WARD URDU,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) టి.హెచ్. వార్డ్ ఉర్దూ
28201001206,MPPS CHITHANANDA NAGAR,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) చిత్తానంద నగర్
28201001207,MPPS MUSLIM KOTA STREET,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) ముస్లిం కోట వీధి
28201001208,O L F PS PORUMAMILLA,ఓ. ఎల్. ఎఫ్. ప్రాథమిక పాఠశాల పోరుమామిళ్ళ
28201001209,VIJAY PS PORUMAMILLA,విజయ్ ప్రాథమిక పాఠశాల పోరుమామిళ్ళ
28201001210,SRI MAHARSHI PS T B ROAD,శ్రీ మహర్షి ప్రాథమిక పాఠశాల టి. బి. రోడ్
28201001212,STAR PS BESTHA STREET,స్టార్ ప్రాథమిక పాఠశాల బేస్తా వీధి
28201001218,AVR TECHNO SCHOOL,ఎ.వి.అర్. టెక్నో పాఠశాల
28201001219,ZPHS MUSLIM KOTA(U),జిల్లా పరిషత్ ఉన్నత పాఠశాల (ZPHS) ముస్లిం కోట (యు.)
28201001220,ZPHS PORUMAMILLA,జిల్లా పరిషత్ ఉన్నత పాఠశాల (ZPHS) పోరుమామిళ్ళ
28201001221,GOVT HS PORUMAMILLA,ప్రభుత్వ ఉన్నత పాఠశాల పోరుమామిళ్ళ
28201001222,OLF HS PORUMAMILLA (M),ఓ.ఎల్.ఎఫ్. ఉన్నత పాఠశాల పోరుమామిళ్ళ (ఎం.)
28201001223,VIJAYA HS PORUMAMILLA,విజయ ఉన్నత పాఠశాల పోరుమామిళ్ళ
28201001224,STAR HS TH WARD,స్టార్ ఉన్నత పాఠశాల టి.హెచ్. వార్డ్
28201001226,BHARATHI HS PRML,భారతి ఉన్నత పాఠశాల పి.అర్.ఎం.ఎల్.
28201001227,MAHARSHI HS PRML,మహర్షి ఉన్నత పాఠశాల పి.అర్.ఎం.ఎల్.
28201001229,ST. ANTONYS PS PRM;,సెయింట్ ఆంటనీస్ ప్రాథమిక పాఠశాల పి.అర్.ఎం.
28201001230,SRI SAI RAM UPS PRML,శ్రీ సాయి RAM ప్రాథమికోన్నత పాఠశాల పి.అర్.ఎం.ఎల్.
28201001231,ST. ANTONYS HS PRML,సెయింట్ ఆంటనీస్ ఉన్నత పాఠశాల పి.అర్.ఎం.ఎల్.
28201001232,SRI VENGAMAMBA HS PRML,శ్రీ వెంగమాంబ ఉన్నత పాఠశాల పి.అర్.ఎం.ఎల్.
28201001233,SRI VENGAMAMBA PS PR,శ్రీ వెంగమాంబ ప్రాథమిక పాఠశాల పి.అర్.
28201001234,HOLY ROSARY HS PML,హోలీ రోసారీ ఉన్నత పాఠశాల పి.ఎం.ఎల్.
28201001236,SRI VENKATESWARA UP.SCHOOL,శ్రీ వెంకటేశ్వర ప్రాధమికోన్నత పాఠశాల
28201001237,WISDOM PS PML,విస్డమ్ ప్రాథమిక పాఠశాల పి.ఎం.ఎల్.
28201001238,HOLY ROSARY PRIMARY,హోలీ రోసారీ ప్రాథమిక
28201001240,LITTLE ANGLES SCHOOL,లిటిల్ అంగ్లెస్ పాఠశాల
28201001241,MPPS GIRINAGAR UR,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) జిరినగర్ యు.అర్.
28201001243,AVR TECHNO HIGH SCHOOL,ఎ.వి.అర్. టెక్నో ఉన్నత పాఠశాల
28201001244,"SRI VENKATESWARA HIGH SCHOOL,PORUMAMILLA",శ్రీ వెంకటేశ్వర ఉన్నత పాఠశాల పోరుమామిళ్ళ
28201001301,MPPS RANGASAMUDRAM MAIN,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) రంగసముద్రం మెయిన్
28201001302,MPPS RANGASAMUDRAM HW,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) రంగసముద్రం హెచ్.డబల్యు.
28201001303,MPPS GURAPPAGARI PALLI,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) గురప్పగరి పల్లి
28201001306,MPPS GIRINAGAR,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) జిరినగర్
28201001307,MPPS ADIANDHRA PALEM,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) అదిఆంధ్ర పాలెం
28201001308,MPPS GIRINAGAR STCOLONY,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) జిరినగర్ స్ట్కాలనీ
28201001310,MPPS RANGASAMUDRAM STC,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) రంగసముద్రం ఎస్.టి.సి.
28201001311,MPPS MAHABOOBNAGAR URDU,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) మహబూబ్నగర్ ఉర్దూ
28201001315,SRI VAISHNAVI EM UP SCHOOL,శ్రీ వైష్ణవి EM ప్రాధమికోన్నత పాఠశాల
28201001317,VIYSHNAVI HGH SCHOOL,వియ్ష్ణవి హెచ్.జి.హెచ్. పాఠశాల
28201001401,MPPS PULLIVEEDU URDU,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) పుల్లివీడు ఉర్దూ
28201001402,MPUPS PULLIVEEDU,మండల ప్రజా పరిషత్ ప్రాథమికోన్నత పాఠశాల (MPUPS) పుల్లివీడు
28201001501,MPPS PERAMMAGARI PALLE,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) పేరామ్మగారి పల్లె
28201001601,MPPS BOPPAPURAM (MAIN),మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) బొప్పపురం (మెయిన్)
28201001602,MPPS HARIJANAWADA,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) హరిజనవాడ
28201002001,MPPS YERASALA HW,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) ఎరసల హెచ్.డబల్యు.
28201002002,MPPS P.YARASALA,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) పి. యారసాల
28201002101,MPPS SIDDAVARAM(M),మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) సిద్ధవరం (ఎం.)
28201002103,MPPS SIDDAVARAM HW,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) సిద్ధవరం హెచ్.డబల్యు.
28201002104,ZPHS SIDDAVARAM,జిల్లా పరిషత్ ఉన్నత పాఠశాల (ZPHS) సిద్ధవరం
28201002501,MPPS T SALLAGIRIGELLA,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) టి. సలగిరిగెళ్ళ
28201002502,MPPS T SALLAGIRIGELA SC,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) టి. సలగిరిగేల ఎస్ సి
28201002504,MPPSMANGANAPALLI,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) మంగనపల్లి
28201002505,MPUPS KRUSHANAMPALLI,మండల ప్రజా పరిషత్ ప్రాథమికోన్నత పాఠశాల (MPUPS) కృష్ణంపల్లి
28201002601,MPPS YELLAVAPALLI,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) ఎల్లవపల్లి
28201002702,MPUPS S.VENKATARAMAPURAM,మండల ప్రజా పరిషత్ ప్రాథమికోన్నత పాఠశాల (MPUPS) ఎస్. వెంకటరమూరంపురం
28201002703,ZPHS VENKATA PURAM,జిల్లా పరిషత్ ఉన్నత పాఠశాల (ZPHS) వెంకట పురం
28201002801,MPPS ROUTHUPALLI,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) రౌతుపల్లి
28201003001,MPPS GANUGAPENTA,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) గనుగపెంట
28201003003,MPPS REPALLI HW,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) రేపల్లి హెచ్.డబల్యు.
28201003004,MPPS Y NAGAYAPALLI,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) వై. నాగాయపల్లి
28201003005,MPPS PENNAMVARIPALLI,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) పెన్నంవరిపాలిపాల్లి
28201003006,MPPS KOTTALAPALLI,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) కొట్టలపల్లి
28201003007,ZPHS GANUGAPENTA,జిల్లా పరిషత్ ఉన్నత పాఠశాల (ZPHS) గనుగపెంట
28201003009,SLOKA UP EM SCHOOL,స్లోక ప్రాధమికోన్నత EM పాఠశాల
28201100202,MPPS D.BOYANA PALLE,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) డి. బోయన పల్లె
28201100203,MPPS VIJAYARAMA PURAM,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) విజయరామ పురం
28201100205,MPPS GUNDAMRAJUPALEL(STC),మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) గుందండామ్రాజుపాలెల్ (ఎస్.టి.సి.)
28201100206,MPPS VIDYANAGAR,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) విద్యానగర్
28201100207,MPPS THIMMARAJU PALLE,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) తిమ్మరాజు పల్లె
28201100208,MPUPS LAKSHMIPALEM,మండల ప్రజా పరిషత్ ప్రాథమికోన్నత పాఠశాల (MPUPS) లక్ష్మీపాలెం
28201100301,MPPS AMMAVARISALA STREET,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) అమ్మవరిసల వీధి
28201100302,MPPS ABBARATHI VEEDHI,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) అబ్బరతి వీధి
28201100303,MPPS KOTA STREET,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) కోట వీధి
28201100304,MPPS RAJUGARI STREET,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) రాజుగారి వీధి
28201100305,MPPS BADVEL(HW),మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) బద్వెల్ (హెచ్.డబల్యు.)
28201100306,MPPS GUDEM(HW),మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) గుడెమ్ (హెచ్.డబల్యు.)
28201100307,MPPS GUDEM(M),మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) గుడెమ్ (ఎం.)
28201100308,MPPS SEELAMVARI PALLE,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) సీలంవరి పల్లె
28201100312,SV ORIENTAL PS M.STREET,ఎస్.వి. ఓరియంటల్ ప్రాథమిక పాఠశాల ఎం. వీధి
28201100313,MPPS RAJAKA STREET,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) రాజక వీధి
28201100314,MPPS AGHRAHARAM,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) ఆఘ్రహరం
28201100316,SADHANA PS ASHOKNAGAR,సదన ప్రాథమిక పాఠశాల అశోక్నగర్
28201100317,ZPHS BADVEL,జిల్లా పరిషత్ ఉన్నత పాఠశాల (ZPHS) బద్వెల్
28201100318,ZPHS BADVEL (G),జిల్లా పరిషత్ ఉన్నత పాఠశాల (ZPHS) బద్వెల్ (జి.)
28201100321,SBVM HS ASHOK NAGAR,ఎస్.బి.వి.ఎం. ఉన్నత పాఠశాల అశోక్ నగర్
28201100325,S.B.V.M PS ASHOKNAGAR,ఎస్.బి.వి.ఎం. ప్రాథమిక పాఠశాల అశోక్నగర్
28201100327,SADHANA HS BADVEL,సదన ఉన్నత పాఠశాల బద్వెల్
28201100401,MPPS ETHIRAJU PALLE,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) ఎత్తిరాజు పల్లె
28201100402,MPPS GT PALLE,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) జి.టి. పల్లె
28201100501,MPPS TIRUVENGALAPURAM,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) తిరువెంగలపురపురం
28201100502,MPPS P.TIRUVENGALAPURAM,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) పి. తిరువెంగలపురపురం
28201100503,MPPS PAPIREEDY PALLE,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) పాపిరీడీ పల్లె
28201100504,MPPS POTTIGARI PALLE,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) పొట్టిగరి పల్లె
28201100505,SP O UPS B.T.V.PURAM,ఎస్.పి. ఓ. ప్రాథమికోన్నత పాఠశాల బి.టి.వి. పురం
28201100506,S P O HS B.T.V.PURAM,ఎస్. పి. ఓ. ఉన్నత పాఠశాల బి.టి.వి. పురం
28201100601,MPPS GUNTHA PALLE,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) గుంత పల్లె
28201100602,MPPS BANKA PALEM,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) బంక పాలెం
28201100603,MPPS RAGHUNANDA PURAM,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) రఘునంద పురం
28201100604,MPPS CHINTHAPUTTAYA PALLE,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) చింతపుట్టాయా పల్లె
28201100605,MPPS GUNTHA PALLE(STC),మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) గుంత పల్లె (ఎస్.టి.సి.)
28201100606,MPPS KUMMARAKOTTALU,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) కుమ్మరకొత్తలు
28201100608,MPPS GUPTA NAGAR (HW),మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) గుప్త నగర్ (హెచ్.డబల్యు.)
28201100610,MPPS SURENDRA NAGAR,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) సురేంద్ర నగర్
28201100616,SAI CHATANYA EM HS BADVEL,సాయి చటణ్య EM ఉన్నత పాఠశాల బద్వెల్
28201100617,SAI CHATANYA EM PS BADVEL,సాయి చటణ్య EM ప్రాథమిక పాఠశాల బద్వెల్
28201100701,MPPS CHENNAMPALLE,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) చెన్నంపల్లి
28201100702,MPPS PANGAVANDLA PALLE,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) పంగవండ్ల పల్లె
28201100703,MPPS BOVILLAVARI PALEL,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) బోవిల్లవారి పాలెల్
28201100704,MPPS CHINNAKESAM PALLE,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) చిన్నకేశం పల్లె
28201100705,MPPS CEHMUDURU,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) సెహ్ముదూరు
28201100707,MPPS THOTTIGARI PALLE,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) తొట్టిగరి పల్లె
28201100708,SSV PS VIDYA NAGAR,ఎస్.ఎస్.వి. ప్రాథమిక పాఠశాల విద్యా నగర్
28201100709,ZPHS CHINNAKESHAM PALLE,జిల్లా పరిషత్ ఉన్నత పాఠశాల (ZPHS) చిన్నకేశం పల్లె
28201100712,S.V.KETHAN HS VIDYA NAGAR,ఎస్.వి. కేతన్ ఉన్నత పాఠశాల విద్యా నగర్
28201100901,MPPS ABBUSAHEBPETA,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) అబ్బుస్పుస్పేట
28201101001,MPPS C.BOYANA PALLE,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) సి. బోయన పల్లె
28201101002,MPUPS CHINTHALA CHERUVU,మండల ప్రజా పరిషత్ ప్రాథమికోన్నత పాఠశాల (MPUPS) చింతల చెరువు
28201101101,MPPS BAYANA PALLE,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) బయన పల్లె
28201101102,MPPS RAMA NAGAR,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) రామ నగర్
28201101103,MPPS SIVARAM NAGAR,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) శివరాం నగర్
28201101104,MPPS E.BOYANA PALE,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) ఈ. బోయన పాలె
28201101403,MPPS BALAYA PALLE,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) బాలయ పల్లె
28201101601,MPPS VENKATADRI NAGAR,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) వెంకటాద్రి నగర్
28201101603,MPPS MALLAMPETA,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) మల్లంపేట
28201101604,MPPS ANANDA NAGAR,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) అనంద నగర్
28201101605,RCMUPS VEERAPALLE,ర్కమ్స్ వీరపల్లె
28201101701,MPPS BOMMALATA PALLE,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) బొమ్మలాట పల్లె
28201101703,RCMUPS AIDED KONASAMUDRAM,ర్కమ్స్ ఎయిడెడ్ కొనసముద్రం
28201101801,MPPS KONGALAVEEDU,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) కొంగలవీడు
28201101803,MPPS UPPATHIVARI PALLE,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) ఉప్పతివారి పల్లె
28201102001,MPPS GODUGUNURU,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) గొడుగునూరు
28201102101,MPPS PUTTAYAPALLE(HW),మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) పుట్టయపల్లి (హెచ్.డబల్యు.)
28201102102,MPPS PUTTAYA PALLE(M),మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) పుట్టాయా పల్లె (ఎం.)
28201102302,MPPS THELAGAPURAM,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) తెలగపురం
28201200101,MPPS KALAVAPALLI (H/W ),మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) కలవపల్లి (హెచ్.డబల్యు. )
28201200103,MPPS ZAMSHARABAIPET,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) జంశారాబైపెట్
28201200104,MPPS VERRICHENEAIPALLE,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) వెర్రిచేనేఇనేవైపల్లె
28201200105,MPPS KALAVAPALLE,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) కలవపల్లి
28201200107,ZPHS KALAVAPALLI,జిల్లా పరిషత్ ఉన్నత పాఠశాల (ZPHS) కలవపల్లి
28201200201,MPPS LAKKAVARIPALLE,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) లక్కవారిపల్లె
28201200202,MPPS UPPAVARIPALLE,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) ఉప్పవరిపల్లె
28201200301,MPPS SHO. RAMAPURAM,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) ఎస్.హెచ్.ఓ. రామపురం
28201200401,MPPS MADAKALAVARIPALLI HW,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) మదకాలవారిపల్లి హెచ్.డబల్యు.
28201200402,MPPS VALLELAVARIPALLE HW,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) వాళ్ళ్లవరిపాలిపల్లి హెచ్.డబల్యు.
28201200403,MPPS SUMITRANAGAR,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) సుమీత్రణగర్
28201200404,MPPS ERUKULAPALEM,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) ఏరుకులపులపాలెం
28201200407,MPPS RAMANJANEYA NAGAR,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) రామాంజనేయ నగర్
28201200408,MPPS LAKSHMI PALEM,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) లక్ష్మీ పాలెం
28201200409,MPPS KOTIREDDY NAGAR,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) కోటీరెడ్డి నగర్
28201200410,MPPS RADHAKRISHNA NAGAR,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) రధాకృష్ణ నగర్
28201200411,MPPS VENKATAIAH NAGAR,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) వెంకటయ్య నగర్
28201200412,RCM UPS FATHIMA NAGAR,ఆర్ సిఎమ్ ప్రాథమికోన్నత పాఠశాల ఫాతిమ నగర్
28201200413,S.G.S.M.UPS SASTRYNAGAR,ఎస్.జి.ఎస్.ఎం. ప్రాథమికోన్నత పాఠశాల సాస్ట్రైనగర్
28201200414,PRADEEP PS SUMITRANAGAR,ప్రదీప్ ప్రాథమిక పాఠశాల సుమీత్రణగర్
28201200415,FATIMA PS FATHIMA NAGAR,ఫాటీమా ప్రాథమిక పాఠశాల ఫాతిమ నగర్
28201200416,ARUNABHARATHI PS ANJANEYA NAGAR,అరుణాభరతి ప్రాథమిక పాఠశాల అంజనేయ నగర్
28201200417,SLV PS SUMITHRA NAGAR,ఎస్.ఎల్.వి. ప్రాథమిక పాఠశాల సుమిత్ర నగర్
28201200418,"SRI  RAYALASEEMA PS GANDHI NAGAR,",శ్రీ రాయలసీమ ప్రాథమిక పాఠశాల గాంధీ నగర్
28201200419,MPPS SEELAMVARI PALLI,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) సీలంవరి పల్లి
28201200420,MPPS MANGALA COLONY,మండల ప్రజా పరిషత్ ప్రాథమిక పాఠశాల (MPPS) మంగల కాలనీ
